   ,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_amount,Ad_Date,Location,Device,Keyword,CTR,CPC,Conversion Rate,Cost per conversion,Return on AD spend
A1162,Data Analytics Course,178,4673,$222.46,29,6,5.10%,"$1,219",11/4/2024,Hyderabad,Tablet,Online Data Analytics,3.81%,$1.25,3.37%,$37.08,5.48
A1163,Data Analytics Course,152,3542,$208.96,13,9,0.00%,"$1,735",13/11/2024,Hyderabad,Desktop,Data Analytics Course,4.29%,$1.37,5.92%,$23.22,8.30
A1164,Data Analytics Course,139,4347,$238.19,26,5,0.00%,"$1,384",13/11/2024,Hyderabad,Tablet,Analytics For Data,3.20%,$1.71,3.60%,$47.64,5.81
A1165,Data Analytics Course,175,5014,$247.24,25,7,4.00%,"$1,499",15/11/2024,Hyderabad,Mobile,Learn Data Analytics,3.49%,$1.41,4.00%,$35.32,6.06
A1166,Data Analytics Course,92,4185,$218.46,21,9,3.50%,"$1,567",11/3/2024,Hyderabad,Mobile,Data Analytics Online,2.20%,$2.37,9.78%,$24.27,7.17
A1167,Data Analytics Course,123,5964,$215.57,17,6,0.00%,"$1,363",11/3/2024,Hyderabad,Desktop,Data Analytics Training,2.06%,$1.75,4.88%,$35.93,6.32
A1168,Data Analytics Course,86,5124,$183.71,13,10,11.60%,"$1,137",20/11/2024,Hyderabad,Mobile,Data Analytics Training,1.68%,$2.14,11.63%,$18.37,6.19
A1169,Data Analytics Course,117,4162,$238.08,28,10,8.50%,"$1,186",22/11/2024,Hyderabad,Mobile,Online Data Analytics,2.81%,$2.03,8.55%,$23.81,4.98
A1170,Data Analytics Course,146,4330,$191.90,20,3,2.10%,"$1,748",11/9/2024,Hyderabad,Mobile,Online Data Analytics,3.37%,$1.31,2.05%,$63.97,9.11
A1171,Data Analytics Course,89,3268,$215.57,17,4,4.50%,"$1,233",13/11/2024,Hyderabad,Desktop,Online Data Analytics,2.72%,$2.42,4.49%,$53.89,5.72
A1172,Data Analytics Course,195,3483,$213.99,27,7,3.60%,"$1,796",23/11/2024,Hyderabad,Desktop,Learn Data Analytics,5.60%,$1.10,3.59%,$30.57,8.39
A1173,Data Analytics Course,170,4519,$240.63,22,7,4.10%,"$1,012",27/11/2024,Hyderabad,Mobile,Analytics For Data,3.76%,$1.42,4.12%,$34.38,4.21
A1174,Data Analytics Course,97,3605,$240.29,21,7,4.50%,"$1,682",11/10/2024,Hyderabad,Desktop,Data Analytics Online,2.69%,$2.48,7.22%,$34.33,7.00
A1175,Data Analytics Course,159,5076,$204.97,15,10,6.30%,"$1,638",17/11/2024,Hyderabad,Tablet,Data Analytics Course,3.13%,$1.29,6.29%,$20.50,7.99
A1176,Data Analytics Course,131,5352,$225.86,24,10,0.00%,"$1,961",20/11/2024,Hyderabad,Mobile,Online Data Analytics,2.45%,$1.72,7.63%,$22.59,8.68
A1177,Data Analytics Course,108,5503,$185.26,11,7,6.50%,"$1,921",6/11/2024,Hyderabad,Mobile,Data Analytics Online,1.96%,$1.72,6.48%,$26.47,10.37
A1178,Data Analytics Course,93,4308,$209.83,19,9,9.70%,"$1,694",20/11/2024,Hyderabad,Mobile,Data Analytics Course,2.16%,$2.26,9.68%,$23.31,8.07
A1180,Data Analytics Course,81,5615,$193.14,30,6,7.40%,"$1,255",28/11/2024,Hyderabad,Mobile,Analytics For Data,1.44%,$2.38,7.41%,$32.19,6.50
A1181,Data Analytics Course,160,4743,$206.22,23,10,6.20%,"$1,825",20/11/2024,Hyderabad,Mobile,Learn Data Analytics,3.37%,$1.29,6.25%,$20.62,8.85
A1182,Data Analytics Course,186,3337,$183.58,16,8,4.30%,"$1,045",30/11/2024,Hyderabad,Desktop,Online Data Analytics,5.57%,$0.99,4.30%,$22.95,5.69
A1183,Data Analytics Course,105,3234,$238.80,27,10,9.50%,"$1,248",11/6/2024,Hyderabad,Desktop,Online Data Analytics,3.25%,$2.27,9.52%,$23.88,5.23
A1184,Data Analytics Course,131,3913,$203.69,14,10,0.00%,"$1,079",25/11/2024,Hyderabad,Desktop,Data Analytics Training,3.35%,$1.55,7.63%,$20.37,5.30
A1185,Data Analytics Course,129,3208,$204.20,18,8,3.20%,"$1,456",29/11/2024,Hyderabad,Desktop,Learn Data Analytics,4.02%,$1.58,6.20%,$25.53,7.13
A1186,Data Analytics Course,187,5972,$220.64,30,7,3.70%,"$1,980",14/11/2024,Hyderabad,Desktop,Data Analytics Course,3.13%,$1.18,3.74%,$31.52,8.97
A1187,Data Analytics Course,167,3662,$235.43,10,7,4.20%,"$1,684",25/11/2024,Hyderabad,Mobile,Data Analytics Training,4.56%,$1.41,4.19%,$33.63,7.15
A1188,Data Analytics Course,140,3359,$182.13,29,7,4.50%,"$1,973",28/11/2024,Hyderabad,Desktop,Data Analytics Online,4.17%,$1.30,5.00%,$26.02,10.83
A1189,Data Analytics Course,198,3700,$220.67,14,5,0.00%,"$1,531",11/10/2024,Hyderabad,Mobile,Analytics For Data,5.35%,$1.11,2.53%,$44.13,6.94
A1190,Data Analytics Course,196,3835,$218.07,10,9,4.10%,"$1,871",4/11/2024,Hyderabad,Tablet,Online Data Analytics,5.11%,$1.11,4.59%,$24.23,8.58
A1191,Data Analytics Course,140,5638,$208.02,22,5,0.00%,"$1,652",18/11/2024,Hyderabad,Desktop,Data Analytics Training,2.48%,$1.49,3.57%,$41.60,7.94
A1192,Data Analytics Course,157,5825,$230.60,16,3,1.90%,"$1,041",16/11/2024,Hyderabad,Desktop,Data Analytics Training,2.70%,$1.47,1.91%,$76.87,4.51
A1193,Data Analytics Course,91,5428,$248.38,11,3,3.30%,"$1,835",22/11/2024,Hyderabad,Tablet,Learn Data Analytics,1.68%,$2.73,3.30%,$82.79,7.39
A1194,Data Analytics Course,140,3571,$238.12,21,9,6.40%,"$1,762",16/11/2024,Hyderabad,Desktop,Learn Data Analytics,3.92%,$1.70,6.43%,$26.46,7.40
A1195,Data Analytics Course,154,3638,$182.17,11,8,5.60%,"$1,413",11/4/2024,Hyderabad,Mobile,Online Data Analytics,4.23%,$1.18,5.19%,$22.77,7.76
A1196,Data Analytics Course,133,4505,$200.52,23,3,3.90%,"$1,562",26/11/2024,Hyderabad,Tablet,Analytics For Data,2.95%,$1.51,2.26%,$66.84,7.79
A1197,Data Analytics Course,0,5016,$238.59,26,9,0.00%,"$1,620",20/11/2024,Hyderabad,Mobile,Data Analytics Online,0.00%,$0.00,0.00%,$26.51,6.79
A1198,Data Analytics Course,141,3071,$208.20,10,6,4.30%,"$1,647",18/11/2024,Hyderabad,Tablet,Data Analytics Online,4.59%,$1.48,4.26%,$34.70,7.91
A1199,Data Analytics Course,135,5682,$215.57,30,3,0.00%,"$1,445",15/11/2024,Hyderabad,Tablet,Data Analytics Training,2.38%,$1.60,2.22%,$71.86,6.70
A1200,Data Analytics Course,199,5067,$247.38,24,8,5.90%,"$1,365",19/11/2024,Hyderabad,Mobile,Analytics For Data,3.93%,$1.24,4.02%,$30.92,5.52
A1201,Data Analytics Course,138,3971,$184.87,28,3,2.20%,"$1,718",11/7/2024,Hyderabad,Tablet,Learn Data Analytics,3.48%,$1.34,2.17%,$61.62,9.29
A1202,Data Analytics Course,175,4481,$236.38,21,10,5.70%,"$1,257",20/11/2024,Hyderabad,Desktop,Data Analytics Course,3.91%,$1.35,5.71%,$23.64,5.32
A1203,Data Analytics Course,170,5476,$186.29,25,4,2.40%,"$1,731",8/11/2024,Hyderabad,Mobile,Analytics For Data,3.10%,$1.10,2.35%,$46.57,9.29
A1204,Data Analytics Course,138,4426,$203.75,24,10,7.20%,"$1,838",11/5/2024,Hyderabad,Mobile,Data Analytics Course,3.12%,$1.48,7.25%,$20.38,9.02
A1205,Data Analytics Course,108,4080,$247.80,18,4,3.70%,"$1,363",30/11/2024,Hyderabad,Tablet,Online Data Analytics,2.65%,$2.29,3.70%,$61.95,5.50
A1206,Data Analytics Course,150,4113,$219.67,12,7,4.70%,"$1,196",22/11/2024,Hyderabad,Mobile,Learn Data Analytics,3.65%,$1.46,4.67%,$31.38,5.44
A1207,Data Analytics Course,90,5119,$226.58,14,10,11.10%,"$1,348",11/7/2024,Hyderabad,Desktop,Analytics For Data,1.76%,$2.52,11.11%,$22.66,5.95
A1208,Data Analytics Course,98,3422,$223.55,17,7,0.00%,"$1,414",19/11/2024,Hyderabad,Tablet,Online Data Analytics,2.86%,$2.28,7.14%,$31.94,6.33
A1209,Data Analytics Course,130,3327,$224.83,13,3,2.30%,"$1,668",16/11/2024,Hyderabad,Mobile,Online Data Analytics,3.91%,$1.73,2.31%,$74.94,7.42
A1210,Data Analytics Course,199,4518.5,$199.98,15,8,4.00%,"$1,467",11/8/2024,Hyderabad,Tablet,Data Analytics Training,4.40%,$1.00,4.02%,$25.00,7.34
A1211,Data Analytics Course,101,3241,$183.34,24,0,0.00%,"$1,483",10/11/2024,Hyderabad,Tablet,Data Analytics Training,3.12%,$1.82,0.00%,$0.00,8.09
A1212,Data Analytics Course,118,3970,$215.57,27,9,7.60%,"$1,036",19/11/2024,Hyderabad,Desktop,Data Analytics Course,2.97%,$1.83,7.63%,$23.95,4.81
A1213,Data Analytics Course,199,5734,$247.99,18,0,0.00%,"$1,455",11/11/2024,Hyderabad,Desktop,Data Analytics Online,3.47%,$1.25,0.00%,$0.00,5.87
A1214,Data Analytics Course,183,4001,$237.85,23,4,2.20%,"$1,430",21/11/2024,Hyderabad,Mobile,Online Data Analytics,4.57%,$1.30,2.19%,$59.46,6.01
A1215,Data Analytics Course,126,4206,$233.76,29,10,4.10%,"$1,998",11/6/2024,Hyderabad,Tablet,Online Data Analytics,3.00%,$1.86,7.94%,$23.38,8.55
A1216,Data Analytics Course,199,4745,$215.57,13,9,0.00%,"$1,800",28/11/2024,Hyderabad,Tablet,Analytics For Data,4.19%,$1.08,4.52%,$23.95,8.35
A1217,Data Analytics Course,92,4042,$200.75,15,7,7.60%,"$1,234",24/11/2024,Hyderabad,Tablet,Learn Data Analytics,2.28%,$2.18,7.61%,$28.68,6.15
A1218,Data Analytics Course,0,4883,$249.61,10,3,0.00%,"$1,464",11/12/2024,Hyderabad,Tablet,Online Data Analytics,0.00%,$0.00,0.00%,$83.20,5.87
A1219,Data Analytics Course,92,3748,$208.15,14,8,8.70%,"$1,297",11/2/2024,Hyderabad,Desktop,Analytics For Data,2.45%,$2.26,8.70%,$26.02,6.23
A1220,Data Analytics Course,135,3480,$224.94,11,4,3.00%,"$1,398",23/11/2024,Hyderabad,Tablet,Data Analytics Online,3.88%,$1.67,2.96%,$56.24,6.21
A1221,Data Analytics Course,177,3007,$223.22,30,8,4.50%,"$1,766",11/2/2024,Hyderabad,Mobile,Data Analytics Online,5.89%,$1.26,4.52%,$27.90,7.91
A1222,Data Analytics Course,117,3380,$186.73,21,10,5.50%,"$1,958",19/11/2024,Hyderabad,Desktop,Data Analytics Training,3.46%,$1.60,8.55%,$18.67,10.49
A1223,Data Analytics Course,127,4823,$194.69,11,10,5.70%,"$1,496",15/11/2024,Hyderabad,Desktop,Data Analytics Course,2.63%,$1.53,7.87%,$19.47,7.68
A1224,Data Analytics Course,132,4490,$202.45,10,7,5.30%,"$1,441",11/10/2024,Hyderabad,Mobile,Data Analytics Online,2.94%,$1.53,5.30%,$28.92,7.12
A1225,Data Analytics Course,102,5149,$229.48,27,9,8.80%,"$1,137",26/11/2024,Hyderabad,Desktop,Learn Data Analytics,1.98%,$2.25,8.82%,$25.50,4.95
A1226,Data Analytics Course,91,4290,$213.74,0,10,0.00%,"$1,797",16/11/2024,Hyderabad,Mobile,Online Data Analytics,2.12%,$2.35,10.99%,$21.37,8.41
A1227,Data Analytics Course,163,5643,$217.40,30,6,0.00%,"$1,678",11/1/2024,Hyderabad,Desktop,Data Analytics Online,2.89%,$1.33,3.68%,$36.23,7.72
A1228,Data Analytics Course,92,3916,$188.10,0,6,6.50%,"$1,005",14/11/2024,Hyderabad,Desktop,Online Data Analytics,2.35%,$2.04,6.52%,$31.35,5.34
A1229,Data Analytics Course,165,4551,$185.35,30,0,0.00%,"$1,662",11/6/2024,Hyderabad,Desktop,Data Analytics Online,3.63%,$1.12,0.00%,$0.00,8.97
A1230,Data Analytics Course,127,3344,$201.70,10,8,0.00%,"$1,190",11/11/2024,Hyderabad,Desktop,Analytics For Data,3.80%,$1.59,6.30%,$25.21,5.90
A1231,Data Analytics Course,178,4441,$231.97,22,4,2.20%,"$1,886",24/11/2024,Hyderabad,Mobile,Analytics For Data,4.01%,$1.30,2.25%,$57.99,8.13
A1232,Data Analytics Course,101,4518.5,$234.17,29,5,5.00%,"$1,568",27/11/2024,Hyderabad,Mobile,Data Analytics Training,2.24%,$2.32,4.95%,$46.83,6.70
A1233,Data Analytics Course,161,5977,$193.27,24,0,0.00%,"$1,366",13/11/2024,Hyderabad,Desktop,Online Data Analytics,2.69%,$1.20,0.00%,$0.00,7.07
A1234,Data Analytics Course,95,4562,$187.62,24,9,9.50%,"$1,239",26/11/2024,Hyderabad,Desktop,Data Analytics Training,2.08%,$1.97,9.47%,$20.85,6.60
A1235,Data Analytics Course,85,5099,$232.56,28,9,0.00%,"$1,526",2/11/2024,Hyderabad,Mobile,Data Analytics Training,1.67%,$2.74,10.59%,$25.84,6.56
A1236,Data Analytics Course,192,5852,$181.05,16,8,4.20%,"$1,600",21/11/2024,Hyderabad,Desktop,Analytics For Data,3.28%,$0.94,4.17%,$22.63,8.84
A1237,Data Analytics Course,80,3823,$181.57,13,4,0.00%,"$1,564",13/11/2024,Hyderabad,Desktop,Online Data Analytics,2.09%,$2.27,5.00%,$45.39,8.61
A1238,Data Analytics Course,191,4612,$238.23,20,10,5.20%,"$1,531",1/11/2024,Hyderabad,Mobile,Learn Data Analytics,4.14%,$1.25,5.24%,$23.82,6.43
A1239,Data Analytics Course,147,5881,$196.34,23,7,4.80%,"$1,614",18/11/2024,Hyderabad,Desktop,Data Analytics Training,2.50%,$1.34,4.76%,$28.05,8.22
A1240,Data Analytics Course,100,5204,$197.53,26,4,4.00%,"$1,675",24/11/2024,Hyderabad,Tablet,Data Analytics Course,1.92%,$1.98,4.00%,$49.38,8.48
A1242,Data Analytics Course,123,5231,$202.93,30,10,8.10%,"$1,551",23/11/2024,Hyderabad,Desktop,Online Data Analytics,2.35%,$1.65,8.13%,$20.29,7.64
A1243,Data Analytics Course,165,5980,$248.41,17,3,1.80%,"$1,803",6/11/2024,Hyderabad,Tablet,Online Data Analytics,2.76%,$1.51,1.82%,$82.80,7.26
A1244,Data Analytics Course,167,3202,$214.87,26,6,3.60%,"$1,571",12/11/2024,Hyderabad,Desktop,Data Analytics Online,5.22%,$1.29,3.59%,$35.81,7.31
A1245,Data Analytics Course,111,5847,$196.71,21,9,8.10%,"$1,445",30/11/2024,Hyderabad,Mobile,Online Data Analytics,1.90%,$1.77,8.11%,$21.86,7.35
A1246,Data Analytics Course,94,4359,$215.57,28,5,4.50%,"$1,920",11/7/2024,Hyderabad,Tablet,Learn Data Analytics,2.16%,$2.29,5.32%,$43.11,8.91
A1247,Data Analytics Course,179,3185,$236.74,29,5,0.00%,"$1,156",11/11/2024,Hyderabad,Desktop,Data Analytics Course,5.62%,$1.32,2.79%,$47.35,4.88
A1248,Data Analytics Course,166,5592,$183.03,22,4,2.40%,"$1,636",22/11/2024,Hyderabad,Tablet,Online Data Analytics,2.97%,$1.10,2.41%,$45.76,8.94
A1249,Data Analytics Course,90,5062,$191.40,23,6,0.00%,"$1,775",19/11/2024,Hyderabad,Tablet,Data Analytics Course,1.78%,$2.13,6.67%,$31.90,9.27
A1250,Data Analytics Course,106,5830,$241.90,29,10,3.50%,"$1,897",11/2/2024,Hyderabad,Desktop,Data Analytics Training,1.82%,$2.28,9.43%,$24.19,7.84
A1251,Data Analytics Course,0,4629,$236.96,10,6,0.00%,"$1,183",6/11/2024,Hyderabad,Desktop,Data Analytics Training,0.00%,$0.00,0.00%,$39.49,4.99
A1252,Data Analytics Course,158,4780,$247.20,23,9,0.00%,"$1,005",24/11/2024,Hyderabad,Desktop,Learn Data Analytics,3.31%,$1.56,5.70%,$27.47,4.07
A1253,Data Analytics Course,187,3800,$241.00,16,8,4.30%,"$1,842",11/9/2024,Hyderabad,Mobile,Analytics For Data,4.92%,$1.29,4.28%,$30.13,7.64
A1254,Data Analytics Course,95,4096,$242.69,26,9,9.50%,"$1,550",22/11/2024,Hyderabad,Tablet,Online Data Analytics,2.32%,$2.55,9.47%,$26.97,6.39
A1255,Data Analytics Course,118,3562,$231.50,12,3,2.50%,"$1,856",19/11/2024,Hyderabad,Desktop,Data Analytics Course,3.31%,$1.96,2.54%,$77.17,8.02
A1257,Data Analytics Course,146,5411,$201.76,28,7,4.80%,"$1,393",14/11/2024,Hyderabad,Desktop,Data Analytics Online,2.70%,$1.38,4.79%,$28.82,6.90
A1258,Data Analytics Course,101,4026,$219.68,22,9,8.90%,"$1,149",15/11/2024,Hyderabad,Desktop,Analytics For Data,2.51%,$2.18,8.91%,$24.41,5.23
A1259,Data Analytics Course,185,3716,$218.23,27,7,5.60%,"$1,015",11/3/2024,Hyderabad,Desktop,Online Data Analytics,4.98%,$1.18,3.78%,$31.18,4.65
A1260,Data Analytics Course,147,5162,$186.79,30,7,4.80%,"$1,733",25/11/2024,Hyderabad,Desktop,Analytics For Data,2.85%,$1.27,4.76%,$26.68,9.28
A1261,Data Analytics Course,188,3859,$211.83,30,9,4.80%,"$1,719",28/11/2024,Hyderabad,Mobile,Online Data Analytics,4.87%,$1.13,4.79%,$23.54,8.11
A1262,Data Analytics Course,122,3350,$225.89,28,3,0.00%,"$1,509",24/11/2024,Hyderabad,Desktop,Data Analytics Online,3.64%,$1.85,2.46%,$75.30,6.68
A1263,Data Analytics Course,143,5340,$215.57,20,9,6.30%,"$1,223",11/5/2024,Hyderabad,Tablet,Online Data Analytics,2.68%,$1.51,6.29%,$23.95,5.67
A1264,Data Analytics Course,170,3124,$234.92,17,3,1.80%,"$1,232",11/11/2024,Hyderabad,Desktop,Data Analytics Training,5.44%,$1.38,1.76%,$78.31,5.24
A1265,Data Analytics Course,114,5017,$242.62,11,6,5.30%,"$1,303",17/11/2024,Hyderabad,Mobile,Data Analytics Online,2.27%,$2.13,5.26%,$40.44,5.37
A1266,Data Analytics Course,186,3424,$201.81,27,3,1.60%,"$1,337",26/11/2024,Hyderabad,Desktop,Data Analytics Training,5.43%,$1.09,1.61%,$67.27,6.63
A1267,Data Analytics Course,120,4060,$210.95,24,9,7.50%,"$1,376",11/5/2024,Hyderabad,Tablet,Data Analytics Online,2.96%,$1.76,7.50%,$23.44,6.52
A1268,Data Analytics Course,130,5688,$212.05,21,5,3.80%,"$1,454",17/11/2024,Hyderabad,Desktop,Learn Data Analytics,2.29%,$1.63,3.85%,$42.41,6.86
A1269,Data Analytics Course,178,5029,$189.79,25,8,4.50%,"$1,510",9/11/2024,Hyderabad,Desktop,Data Analytics Training,3.54%,$1.07,4.49%,$23.72,7.96
A1270,Data Analytics Course,196,5476,$204.63,19,4,2.00%,"$1,288",26/11/2024,Hyderabad,Desktop,Data Analytics Training,3.58%,$1.04,2.04%,$51.16,6.29
A1271,Data Analytics Course,110,5000,$197.89,18,3,2.70%,"$1,110",11/12/2024,Hyderabad,Desktop,Online Data Analytics,2.20%,$1.80,2.73%,$65.96,5.61
A1272,Data Analytics Course,95,4141,$207.14,22,3,5.40%,"$1,929",11/11/2024,Hyderabad,Tablet,Learn Data Analytics,2.29%,$2.18,3.16%,$69.05,9.31
A1273,Data Analytics Course,183,4791,$232.97,27,5,0.00%,"$1,476",21/11/2024,Hyderabad,Desktop,Data Analytics Online,3.82%,$1.27,2.73%,$46.59,6.34
A1274,Data Analytics Course,100,4168,$193.60,30,3,3.00%,"$1,692",25/11/2024,Hyderabad,Desktop,Online Data Analytics,2.40%,$1.94,3.00%,$64.53,8.74
A1275,Data Analytics Course,187,3741,$226.11,27,10,5.30%,"$1,342",14/11/2024,Hyderabad,Tablet,Learn Data Analytics,5.00%,$1.21,5.35%,$22.61,5.94
A1276,Data Analytics Course,90,3577,$233.54,24,5,5.20%,"$1,175",14/11/2024,Hyderabad,Tablet,Analytics For Data,2.52%,$2.59,5.56%,$46.71,5.03
A1278,Data Analytics Course,129,3611,$227.82,11,7,5.40%,"$1,250",22/11/2024,Hyderabad,Tablet,Data Analytics Training,3.57%,$1.77,5.43%,$32.55,5.49
A1279,Data Analytics Course,120,3947,$193.49,15,6,5.00%,"$1,305",11/12/2024,Hyderabad,Mobile,Data Analytics Training,3.04%,$1.61,5.00%,$32.25,6.74
A1280,Data Analytics Course,82,4239,$191.75,23,8,0.00%,"$1,062",22/11/2024,Hyderabad,Mobile,Learn Data Analytics,1.93%,$2.34,9.76%,$23.97,5.54
A1281,Data Analytics Course,145,5973,$242.16,12,7,4.80%,"$1,508",14/11/2024,Hyderabad,Tablet,Online Data Analytics,2.43%,$1.67,4.83%,$34.59,6.23
A1282,Data Analytics Course,190,4525,$188.85,10,5,2.60%,"$1,875",11/1/2024,Hyderabad,Tablet,Data Analytics Training,4.20%,$0.99,2.63%,$37.77,9.93
A1283,Data Analytics Course,137,4395,$241.58,24,4,4.30%,"$1,512",11/6/2024,Hyderabad,Desktop,Online Data Analytics,3.12%,$1.76,2.92%,$60.40,6.26
A1284,Data Analytics Course,157,3047,$222.66,19,3,1.90%,"$1,964",1/11/2024,Hyderabad,Mobile,Data Analytics Online,5.15%,$1.42,1.91%,$74.22,8.82
A1285,Data Analytics Course,105,5348,$226.10,27,5,4.80%,"$1,003",12/11/2024,Hyderabad,Tablet,Learn Data Analytics,1.96%,$2.15,4.76%,$45.22,4.44
A1286,Data Analytics Course,149,3101,$231.44,15,9,6.00%,"$1,126",11/6/2024,Hyderabad,Tablet,Data Analytics Training,4.80%,$1.55,6.04%,$25.72,4.87
A1287,Data Analytics Course,159,3693,$187.09,24,6,3.80%,"$1,256",24/11/2024,Hyderabad,Desktop,Learn Data Analytics,4.31%,$1.18,3.77%,$31.18,6.71
A1288,Data Analytics Course,150,5590,$215.57,20,8,0.00%,"$1,286",2/11/2024,Hyderabad,Mobile,Data Analytics Course,2.68%,$1.44,5.33%,$26.95,5.97
A1289,Data Analytics Course,0,5277,$227.46,10,5,0.00%,"$1,541",15/11/2024,Hyderabad,Tablet,Data Analytics Online,0.00%,$0.00,0.00%,$45.49,6.77
A1290,Data Analytics Course,98,4653,$205.84,29,5,5.10%,"$1,866",2/11/2024,Hyderabad,Mobile,Data Analytics Online,2.11%,$2.10,5.10%,$41.17,9.07
A1291,Data Analytics Course,86,3513,$211.16,22,7,0.00%,"$1,917",10/11/2024,Hyderabad,Desktop,Data Analytics Course,2.45%,$2.46,8.14%,$30.17,9.08
A1292,Data Analytics Course,128,5772,$235.54,20,10,7.80%,"$1,215",4/11/2024,Hyderabad,Desktop,Data Analytics Training,2.22%,$1.84,7.81%,$23.55,5.16
A1293,Data Analytics Course,105,5840,$236.56,22,8,4.70%,"$1,811",24/11/2024,Hyderabad,Tablet,Data Analytics Course,1.80%,$2.25,7.62%,$29.57,7.66
A1294,Data Analytics Course,90,4518.5,$249.00,21,10,0.00%,"$1,245",19/11/2024,Hyderabad,Mobile,Data Analytics Course,1.99%,$2.77,11.11%,$24.90,5.00
A1295,Data Analytics Course,89,5158,$211.76,20,5,5.60%,"$1,119",21/11/2024,Hyderabad,Desktop,Online Data Analytics,1.73%,$2.38,5.62%,$42.35,5.28
A1296,Data Analytics Course,119,3489,$194.36,14,3,5.50%,"$1,633",11/10/2024,Hyderabad,Mobile,Data Analytics Course,3.41%,$1.63,2.52%,$64.79,8.40
A1297,Data Analytics Course,173,3977,$229.82,30,5,3.70%,"$1,584",22/11/2024,Hyderabad,Desktop,Learn Data Analytics,4.35%,$1.33,2.89%,$45.96,6.89
A1298,Data Analytics Course,95,3397,$181.89,0,7,7.40%,"$1,560",27/11/2024,Hyderabad,Tablet,Data Analytics Course,2.80%,$1.91,7.37%,$25.98,8.58
A1299,Data Analytics Course,112,5194,$245.97,10,5,4.50%,"$1,016",21/11/2024,Hyderabad,Tablet,Data Analytics Training,2.16%,$2.20,4.46%,$49.19,4.13
A1300,Data Analytics Course,134,3007,$217.53,10,5,3.70%,"$1,371",30/11/2024,Hyderabad,Mobile,Data Analytics Training,4.46%,$1.62,3.73%,$43.51,6.30
A1301,Data Analytics Course,113,5721,$216.70,11,6,5.30%,"$1,743",17/11/2024,Hyderabad,Desktop,Data Analytics Training,1.98%,$1.92,5.31%,$36.12,8.04
A1302,Data Analytics Course,157,3546,$189.11,16,5,3.20%,"$1,333",28/11/2024,Hyderabad,Mobile,Data Analytics Online,4.43%,$1.20,3.18%,$37.82,7.05
A1303,Data Analytics Course,105,3670,$245.85,24,9,0.00%,"$1,653",24/11/2024,Hyderabad,Tablet,Data Analytics Course,2.86%,$2.34,8.57%,$27.32,6.72
A1304,Data Analytics Course,162,5915,$211.96,11,0,0.00%,"$1,394",20/11/2024,Hyderabad,Tablet,Analytics For Data,2.74%,$1.31,0.00%,$0.00,6.58
A1305,Data Analytics Course,0,4450,$219.21,16,10,5.60%,"$1,917",11/10/2024,Hyderabad,Mobile,Learn Data Analytics,0.00%,$0.00,0.00%,$21.92,8.75
A1306,Data Analytics Course,136,5782,$189.65,23,6,4.40%,"$1,951",11/11/2024,Hyderabad,Tablet,Data Analytics Training,2.35%,$1.39,4.41%,$31.61,10.29
A1307,Data Analytics Course,192,4339,$245.57,24,8,4.70%,"$1,284",18/11/2024,Hyderabad,Mobile,Learn Data Analytics,4.42%,$1.28,4.17%,$30.70,5.23
A1308,Data Analytics Course,147,5870,$215.57,14,8,5.40%,"$1,748",11/2/2024,Hyderabad,Mobile,Data Analytics Training,2.50%,$1.47,5.44%,$26.95,8.11
A1309,Data Analytics Course,164,5662,$186.41,11,9,5.50%,"$1,020",17/11/2024,Hyderabad,Tablet,Data Analytics Course,2.90%,$1.14,5.49%,$20.71,5.47
A1310,Data Analytics Course,192,5130,$184.63,19,4,0.00%,"$1,087",11/7/2024,Hyderabad,Desktop,Data Analytics Course,3.74%,$0.96,2.08%,$46.16,5.89
A1311,Data Analytics Course,139,4608,$224.99,12,8,0.00%,"$1,095",11/12/2024,Hyderabad,Desktop,Data Analytics Training,3.02%,$1.62,5.76%,$28.12,4.87
A1312,Data Analytics Course,199,5290,$218.55,20,7,3.50%,"$1,234",30/11/2024,Hyderabad,Tablet,Learn Data Analytics,3.76%,$1.10,3.52%,$31.22,5.65
A1313,Data Analytics Course,82,4961,$220.29,27,7,5.90%,"$1,149",2/11/2024,Hyderabad,Tablet,Data Analytics Course,1.65%,$2.69,8.54%,$31.47,5.22
A1314,Data Analytics Course,175,4347,$242.06,17,3,1.70%,"$1,617",22/11/2024,Hyderabad,Desktop,Data Analytics Training,4.03%,$1.38,1.71%,$80.69,6.68
A1315,Data Analytics Course,181,5664,$204.74,22,5,2.80%,"$1,719",22/11/2024,Hyderabad,Desktop,Data Analytics Course,3.20%,$1.13,2.76%,$40.95,8.40
A1316,Data Analytics Course,146,3757,$192.59,25,9,0.00%,"$1,169",11/9/2024,Hyderabad,Desktop,Online Data Analytics,3.89%,$1.32,6.16%,$21.40,6.07
A1317,Data Analytics Course,192,4225,$242.00,24,6,3.10%,"$1,032",11/1/2024,Hyderabad,Mobile,Data Analytics Online,4.54%,$1.26,3.13%,$40.33,4.26
A1318,Data Analytics Course,149,3410,$181.12,20,4,3.30%,"$1,806",17/11/2024,Hyderabad,Desktop,Learn Data Analytics,4.37%,$1.22,2.68%,$45.28,9.97
A1319,Data Analytics Course,93,3934,$226.84,20,6,6.50%,"$1,964",18/11/2024,Hyderabad,Mobile,Data Analytics Online,2.36%,$2.44,6.45%,$37.81,8.66
